"","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"1",15.3300914764404,16.4027843475342,70.2232818603516,107.527725219727,26.3070373535156,2.94899320602417,23.3580436706543,15.0992565155029,16.3991889953613,16.7100791931152,14.3058052062988,1767.77514648438,417.487609863281,36.6862373352051,90.9180603027344,1023.29174804688,137.375640869141,185.932678222656,164.802719116211
"2",18.1058921813965,17.7026443481445,70.5662536621094,102.532287597656,29.5065574645996,4.41999864578247,25.0865592956543,17.9060535430908,17.7378749847412,19.2204608917236,17.0149421691895,1447.10949707031,395.918823242188,9.66326522827148,110.468673706055,940.77294921875,41.8481597900391,295.158172607422,88.454460144043
"3",18.0017833709717,15.909351348877,70.571891784668,101.822143554688,28.6653423309326,6.12187480926514,22.5434684753418,17.5528507232666,17.9808940887451,19.3358821868896,17.1056251525879,1616.74401855469,423.19189453125,13.5840034484863,105.521522521973,1021.58129882812,52.2257919311523,150.158493041992,98.1451416015625
"4",18.7161998748779,16.1579875946045,70.8539352416992,139.781616210938,30.2496109008789,7.44496917724609,22.8046417236328,17.7274856567383,18.2332992553711,20.6569652557373,17.3174839019775,1247.72863769531,303.545349121094,17.8841381072998,96.3607559204102,754.818908691406,67.9337158203125,173.411270141602,503.433532714844
"5",19.640209197998,16.4638500213623,73.1480331420898,143.132339477539,30.2680721282959,7.76049709320068,22.5075759887695,19.5019760131836,18.7104682922363,21.6422576904297,18.3552093505859,1020.27575683594,292.888366699219,8.98449802398682,110.546592712402,671.104187011719,48.4477996826172,212.941268920898,408.157592773438
"6",18.1791954040527,15.7440996170044,71.8317718505859,155.657760620117,29.3961315155029,7.47811460494995,21.9180164337158,16.7660331726074,17.9246578216553,20.1414432525635,16.3766784667969,1112.236328125,264.298797607422,8.20975685119629,96.5395584106445,676.422790527344,59.5261611938477,162.961090087891,646.688720703125
"7",21.1063919067383,14.3376245498657,64.8360290527344,223.527099609375,32.0535049438477,9.93983554840088,22.1136703491211,22.9759826660156,19.094352722168,23.8683624267578,18.4049377441406,842.167419433594,212.348907470703,11.8820276260376,92.5506896972656,487.64013671875,83.337043762207,277.773010253906,95.6368255615234
"8",20.7707424163818,14.1667041778564,65.5447463989258,217.718002319336,31.363733291626,9.74994277954102,21.613790512085,22.720552444458,18.8926963806152,23.4254016876221,18.1862773895264,843.891723632812,215.253997802734,12.099217414856,93.6657638549805,492.230499267578,85.5388336181641,277.7373046875,94.4924468994141
"9",17.6817207336426,15.5594615936279,71.1259841918945,150.069305419922,28.3966445922852,6.52072620391846,21.875919342041,17.3126029968262,16.1255378723145,19.825366973877,16.1255378723145,766.771606445312,250.026748657227,1.80102097988129,124.158889770508,540.472290039062,35.039421081543,124.170883178711,35.039421081543
"10",21.2693824768066,15.2733392715454,69.1161117553711,162.163879394531,31.7828521728516,9.68476390838623,22.098087310791,21.4847373962402,19.8180694580078,23.3410415649414,19.2904186248779,637.270690917969,188.718948364258,1.48097443580627,108.046028137207,413.052093505859,34.064884185791,126.339874267578,37.2984275817871
"11",21.0698566436768,13.6656150817871,61.1523094177246,241.886383056641,32.3542823791504,10.0074319839478,22.346851348877,22.6417846679688,18.8726387023926,24.0885391235352,18.0681896209717,774.874572753906,223.245651245117,7.70141792297363,100.660354614258,478.625701904297,80.9150085449219,245.148742675781,90.8309326171875
"12",15.7588949203491,16.1489162445068,74.9431915283203,134.975631713867,26.228479385376,4.68026733398438,21.5482120513916,15.3466110229492,14.4750556945801,17.708776473999,14.4750556945801,889.901245117188,268.950134277344,4.16327285766602,120.18196105957,596.665588378906,44.4497222900391,150.154296875,44.4497222900391
"13",16.2057342529297,16.0811576843262,71.6481781005859,159.974487304688,27.173038482666,4.72842264175415,22.444616317749,16.7907791137695,14.3364267349243,18.2180233001709,14.3364267349243,830.304138183594,259.3544921875,6.29700422286987,119.073608398438,557.628234863281,53.7141456604004,131.342742919922,53.7141456604004
"14",19.5183086395264,15.9240474700928,72.7217102050781,150.859573364258,30.2051467895508,8.30790615081787,21.8972396850586,19.7330589294434,17.7896537780762,21.5265274047852,17.7896537780762,829.360656738281,230.022521972656,5.91710948944092,108.14404296875,523.505981445312,60.9274635314941,141.2060546875,60.9274635314941
"15",20.2150573730469,17.3662300109863,65.117073059082,180.429641723633,32.3846702575684,5.71542692184448,26.6692428588867,20.4233226776123,18.2974529266357,22.5389156341553,18.2038116455078,1295.69091796875,413.384613037109,4.62609434127808,126.670387268066,913.56689453125,17.6875495910645,94.7333374023438,32.5616264343262
"16",18.6797504425049,16.4139957427979,70.9660797119141,119.662521362305,29.9275512695312,6.79819869995117,23.1293525695801,18.0842952728271,18.1416149139404,20.3613548278809,17.7887744903564,1440.80737304688,372.042785644531,21.3076648712158,101.775123596191,892.300903320312,73.2393798828125,158.731185913086,599.901245117188
"17",19.0557880401611,16.3847751617432,71.1823425292969,138.160766601562,30.3828353881836,7.36480236053467,23.0180320739746,18.2072010040283,18.4294395446777,20.9345016479492,17.734130859375,1214.87707519531,306.247650146484,18.2152996063232,99.1594314575195,749.0341796875,68.9000244140625,157.051116943359,723.453674316406
"18",20.0282764434814,16.4859733581543,70.2957382202148,136.857208251953,31.3667774200439,7.91446876525879,23.4523086547852,19.4933757781982,19.3881855010986,21.9400749206543,18.9247627258301,1257.09741210938,335.798706054688,18.507007598877,104.008506774902,791.675354003906,62.6760787963867,143.955642700195,517.507141113281
"19",24.7255191802979,13.7131223678589,73.1545181274414,97.8693466186523,33.9185638427734,15.1731424331665,18.7454223632812,24.8843879699707,25.4124736785889,26.0975818634033,23.788890838623,1263.73913574219,166.031112670898,36.4059066772461,44.3446006774902,471.985412597656,157.882537841797,197.403472900391,379.680847167969
"20",21.8010311126709,14.739556312561,74.5012664794922,93.0483627319336,30.7985210418701,11.0142183303833,19.7843017578125,21.8331623077393,20.9625511169434,22.658634185791,20.5880317687988,726.674743652344,144.433563232422,14.562460899353,78.1471328735352,291.880065917969,46.0283813476562,286.236083984375,65.6950912475586
"21",18.8060550689697,14.792142868042,75.3107376098633,91.4591674804688,27.7799129486084,8.1384334564209,19.6414794921875,18.7629871368408,18.0024585723877,19.6935901641846,17.6548385620117,910.246704101562,173.633575439453,17.1317272186279,76.8393783569336,383.228637695312,57.3650665283203,342.789031982422,79.0961303710938
"22",22.0344562530518,14.0089340209961,73.8676681518555,83.9880065917969,30.7844848632812,11.8195781707764,18.9649066925049,22.9123497009277,21.4034881591797,22.9123497009277,20.9901905059814,697.874755859375,157.843505859375,11.0048675537109,87.6087188720703,300.260589599609,42.8790512084961,300.260589599609,73.6023025512695
"23",27.435230255127,12.412558555603,74.3599090576172,77.1700286865234,35.7618942260742,19.0693531036377,16.6925411224365,26.6558837890625,27.1158542633057,28.3632583618164,26.6558837890625,382.230316162109,125.097114562988,1.76255249977112,138.44255065918,196.859008789062,11.1492643356323,159.150695800781,196.859008789062
"24",19.701150894165,15.4545450210571,70.8480606079102,139.464172363281,30.5183753967285,8.7047290802002,21.8136463165283,19.0788078308105,18.825756072998,21.5520210266113,18.3672142028809,1544.82568359375,303.600952148438,15.1731643676758,74.155403137207,791.47900390625,126.799835205078,168.722702026367,533.084228515625
"25",20.1681232452393,14.3191747665405,69.2229461669922,147.137481689453,30.7352638244629,10.0496740341187,20.6855888366699,19.1250247955322,20.4332237243652,22.2775955200195,18.7452697753906,1550.02075195312,311.664703369141,25.8199310302734,82.5318984985352,848.176879882812,103.075126647949,131.455230712891,562.609924316406
"26",19.7747116088867,15.0437078475952,70.7843017578125,136.036758422852,30.2585430145264,9.00565624237061,21.2528877258301,19.3327198028564,18.7522258758545,21.5386524200439,18.5517253875732,1493.72180175781,299.574188232422,8.8865385055542,76.6647338867188,790.181396484375,111.931678771973,290.564208984375,508.899749755859
"27",20.6168231964111,14.7765960693359,74.3171539306641,125.863380432129,30.8908233642578,11.0076665878296,19.8831558227539,19.3926906585693,22.3853588104248,22.3853588104248,19.3084392547607,1537.56970214844,268.318908691406,33.9265213012695,63.77587890625,706.160766601562,160.180770874023,160.180770874023,524.786071777344
"28",21.1022052764893,14.2827320098877,74.8653945922852,112.29532623291,30.6251811981201,11.5472984313965,19.0778827667236,20.2677612304688,21.959056854248,22.74658203125,19.9310894012451,1497.57543945312,273.297790527344,23.868408203125,68.3514022827148,726.330017089844,152.918548583984,153.471069335938,510.883117675781
"29",21.2507572174072,16.1917877197266,73.9123992919922,110.408737182617,31.8054389953613,9.89871120452881,21.9067268371582,20.8400287628174,20.3519992828369,22.6496391296387,20.2500286102295,1568.68078613281,231.434158325195,8.59408664703369,46.5894584655762,583.834533691406,253.823822021484,375.67138671875,418.791046142578
"30",20.2017345428467,16.3662452697754,72.5767822265625,121.029724121094,30.5811557769775,8.03090667724609,22.5502490997314,20.0364837646484,18.9686431884766,21.7599506378174,18.9686431884766,1334.52014160156,222.021392822266,5.1240816116333,55.0628890991211,589.294921875,174.804458618164,310.4599609375,174.804458618164
"31",20.1180381774902,16.2607669830322,73.2744750976562,116.138801574707,30.3863162994385,8.19473266601562,22.1915836334229,19.8854732513428,19.012378692627,21.6198787689209,19.012378692627,1293.8603515625,217.694366455078,4.83562755584717,56.6363258361816,580.843078613281,159.161010742188,304.145690917969,159.161010742188
